Number;Date;UID;Desc;Group;Cat
1164116;02.02.2022 15:40;0ea9b674-c6c0-453d-9d1d-ea52b8f2dc9e;Заделать штробу после ремонтных работ сантехника.;Управление домом;Общие вопросы
1164129;02.02.2022 15:54;b13bba64-2e2c-4b47-91c1-5a741088977c;Убрать крупногабаритный мусор около дома.;Управление домом;Общие вопросы
1164162;02.02.2022 16:56;68a9b708-7d69-4ef3-9122-fbd3e1ee076e;На 2 этаже разбито окно (общий коридор). Для плотника.  Требуется замок на входную дверь в подъезд.;Управление домом;Общие вопросы
1164165;02.02.2022 16:58;a7b47294-1158-461b-aed6-2dc403565b44;В 3 подъезде нет пружины на тамбурной двери.;Управление домом;Общие вопросы
1164205;02.02.2022 19:02;2cd0c73d-4576-4563-8dbc-13226e6f616f;Не убирается дворник 2 дня.;Управление домом;Общие вопросы
1164301;03.02.2022 9:09;1d560926-0842-47a4-be01-0c769b993dbe;Составить акт о течи с кровли в квартиру;Управление домом;Общие вопросы
1164341;03.02.2022 9:48;bb80235a-f3b7-40cf-830d-81acd5a89a2b;Течь с кровли в квартиру-составить акт ;Управление домом;Общие вопросы
1164363;03.02.2022 10:08;60b801ae-cfaa-43e8-8d91-91bdb3b216a4;ГВС не соотв. нормативам-составить акт для перерасчета;Управление домом;Общие вопросы
1164378;03.02.2022 10:27;29f15794-837d-4393-b8c2-f72a55aed39a;Составить Акт о течи кровли ;Управление домом;Общие вопросы
1164392;03.02.2022 10:58;fa9904e9-ee69-4eeb-b85c-3972a1c4267d;Составить Акт о наличии плесени на стенах в зале ;Управление домом;Общие вопросы
1164402;03.02.2022 11:12;b3ebbae5-3843-4f7e-b048-c7aa5517eb62;Заменить разбитое окно на балконе ;Управление домом;Общие вопросы
1164406;2022-02-03 11:15:59.053;d362becb-9692-48a2-b24b-e8afe3930184;Составить Акт о Х/Б на кухне ;Управление домом;Общие вопросы
1164415;2022-02-03 11:34:59.000;8b12c84c-7900-4157-9607-9d610c2c26ca;Очистка кровли от сосулек;Управление домом;Общие вопросы
1164418;2022-02-03 11:37:43.000;90cff60a-b1ee-4220-8729-62d40b64626e;Очистка кровли от сосулек;Управление домом;Общие вопросы
1164439;03.02.2022 12:04;63f03b88-1b23-40f3-aafa-6307e69bd11f;Сошел снег с крыши, сорвало снегодержатели на крыше ;Управление домом;Общие вопросы
1164457;03.02.2022 12:33;ecee342f-2cb8-4b11-9678-f3bea60ac01a;При входе в подъезд (тамбур) обвалились полы ;Управление домом;Общие вопросы
1164466;03.02.2022 13:00;f450c386-b9aa-49b4-864b-d0aa578c5927;Отрегулировать прибора учета ЦО в связи с тем что за январь текущего года в графе отопления написана большая сумма ;Управление домом;Общие вопросы
1164501;03.02.2022 13:39;e6873578-7e4d-4e04-a7c4-f2dc21815b9f;Составить Акт об плесени зал спальня ;Управление домом;Общие вопросы
1164529;03.02.2022 14:36;ecee342f-2cb8-4b11-9678-f3bea60ac01a;Составить акт о протечке на кухне из-под пола;Управление домом;Общие вопросы
1164534;03.02.2022 14:42;ecee342f-2cb8-4b11-9678-f3bea60ac01a;Составить акт о течи с кровли в  подъезд и квартиры;Управление домом;Общие вопросы
1164570;03.02.2022 15:52;4274d56e-dfd2-4216-922b-907c4bba6772;"Заделать окно на балконе; сошедший ледяной снег выбил окно из пазов, закрыть его невозможно";Управление домом;Общие вопросы
1164613;03.02.2022 17:15;c1cb2572-87f2-4f52-8d19-5f369510b1e5;Из подвала  1 подъезда запах  сырости и мошкара. Проверить подвал и провести сан. обработку.;Управление домом;Общие вопросы
1164617;03.02.2022 17:21;d362becb-9692-48a2-b24b-e8afe3930184;Протоп с потолка в кухню с верхнего этажа.  Составить АКТ о протопе.;Управление домом;Общие вопросы
1164668;2022-02-03 21:08:04.030;96db4ee3-d1da-4708-975e-71af57c0732c;Очистить придомовую территорию от снега;Управление домом;Общие вопросы
1164672;03.02.2022 21:26;672887d7-0883-4f0b-8cc1-b2cd24a85ada;Посыпать песком дорожки придомовые.;Управление домом;Общие вопросы
1164713;04.02.2022 7:27;592c0ef3-2239-4d8f-9d28-dd94d6633825;Сильно хлопает доводчик во 2 подъезде на входной двери.;Управление домом;Общие вопросы
1164739;04.02.2022 8:38;7a3ee4fb-6b78-45e2-bcf4-c7e8ef5811cf;Во дворе м/ столбами домов №35 и будкой лежит провод-устранить проблему;Управление домом;Общие вопросы
1164763;04.02.2022 9:09;a8bb2035-06a0-49ba-aef6-f4f9712ab024;Составить акт о течи с кровли в квартиру;Управление домом;Общие вопросы
1164978;04.02.2022 13:13;9c774cc3-8e1c-4f64-a4d8-82b75f0e778c;Убрать упавшее на провода дерево;Управление домом;Общие вопросы
1165005;04.02.2022 13:50;89b11b07-5c3f-459a-819f-b6bc20330510;Закрыть чердачное окно на крыше и выход на крышу, заметает снегом;Управление домом;Общие вопросы
1165039;04.02.2022 14:18;ae9b423a-3e20-48c5-803c-1f3631b40e05;Закрыть штрабу после замены стояка КНС;Управление домом;Общие вопросы
1165132;04.02.2022 15:36;4facb2ad-501c-414b-9531-f60783814e82;Вывезти мусор, освободить мусорные контейнеры возле всех подъездов;Управление домом;Общие вопросы
1165172;04.02.2022 16:06;e8985159-efbe-46ca-a0fe-edd1d60ec0c1;Составить акт о протечке с кровли во 2 подъезде;Управление домом;Общие вопросы
1165231;04.02.2022 17:59;43ef53e2-f601-45c9-b05e-938920fa7e03;Упала сосна перед подъездам на тротуар и на проезжую часть , загородила проход ;Управление домом;Общие вопросы
1165234;04.02.2022 18:05;43ef53e2-f601-45c9-b05e-938920fa7e03;Упала сосна перед подъездам на тротуар и на проезжую часть , загородила проход ;Управление домом;Общие вопросы
1165245;04.02.2022 18:40;a71c2f26-5b58-44a5-9778-3d9df0d37323;Упало дерево на провода м\у домами 20 и  20А по ул. Гвардейская , один провод оборвался, лежит на земле.;Управление домом;Общие вопросы
1165248;04.02.2022 18:49;a71c2f26-5b58-44a5-9778-3d9df0d37323;Упало дерево на провода м\у домами 20 и  20А по ул. Гвардейская , один провод оборвался, лежит на земле.;Управление домом;Общие вопросы
1165272;04.02.2022 22:10;e1a95cec-3bfa-414a-99a8-d6a9ee75f218;Под тяжелым снегом наклонилась дерево над газ.трубой ;Управление домом;Общие вопросы
1165273;04.02.2022 22:33;067123ee-5bf7-490b-b730-5f33f08cd92a;обвис провод перед домом ;Управление домом;Общие вопросы
1165390;05.02.2022 13:04;3ccb8813-62a8-4136-b7cd-923a55f34174;Вызов техника для составления акта о протопе;Управление домом;Общие вопросы
1165394;05.02.2022 13:20;a1078ee9-12f4-4292-b204-76fefb1f3e89;Составить акт о ненадлежащем состоянии придомовой территории;Управление домом;Общие вопросы
1165414;05.02.2022 14:11;dacad90c-9057-42e9-8ec8-8f3fe69293b3;Не вывозится мусор с контейнерной площадки;Управление домом;Общие вопросы
1165416;05.02.2022 14:16;0e08a852-15f9-4fb2-8971-0dd7a6a55b97;Посыпать солью наледь перед 1-м подъездом;Управление домом;Общие вопросы
1165493;2022-02-06 08:11:23.059;1ffbc894-9192-48ca-91c6-fd724087f909;Предоставить доступ для Водоканала к транзитной трубе к 9.00;Управление домом;Общие вопросы
1165506;06.02.2022 8:52;f5d57ae5-3807-498a-a18e-188fdd3262f1;Сбить снег с козырьков над подъездами.;Управление домом;Общие вопросы
1165518;06.02.2022 9:41;be24280b-3eb6-4a6d-861c-90275e8ba270;Очистка придомовой территории от снега.;Управление домом;Общие вопросы
1165521;06.02.2022 9:58;18602e43-f0f6-460b-9b05-bff037f87b45;Очистка снега придомовой территории.;Управление домом;Общие вопросы
1165525;06.02.2022 10:03;c7b6f761-3317-4bb4-91a3-3c71dcb1fccf;Очистка снега придомовой территории;Управление домом;Общие вопросы
1165526;06.02.2022 10:05;61bdf276-06dd-4344-a7b1-0a986aa7f07a;Очистка от снега придомовой территории.;Управление домом;Общие вопросы
1165532;06.02.2022 10:24;2a77443a-20d2-4d19-82eb-24657958f64e;Очистка придомовой территории от льда. ;Управление домом;Общие вопросы
1165534;2022-02-06 10:29:58.077;4facb2ad-501c-414b-9531-f60783814e82;Течь кровли (прихожая), тамбур. Составить акт.;Управление домом;Общие вопросы
1165548;2022-02-06 10:56:44.083;069a359b-2a04-40b3-a75e-b12e34976a08;Протечка кровли в квартире (кухня). составить акт).;Управление домом;Общие вопросы
1165554;06.02.2022 11:07;815c4c63-bbda-46dc-ae9e-9957430b0d68;Очистка дорог придомовой территории.;Управление домом;Общие вопросы
1165556;06.02.2022 11:11;29f15794-837d-4393-b8c2-f72a55aed39a;Течь кровли (зал). Составить  акт.;Управление домом;Общие вопросы
1165563;06.02.2022 11:35;ab2d4169-0e32-4056-9d85-e25f8a0bf18c;Течь кровли (балкон). Составить акт.;Управление домом;Общие вопросы
1165590;06.02.2022 12:59;cfa0b7d5-262f-4f16-bb23-c9bc7119d2d5;Течь кровли (балкон). Составить акт.;Управление домом;Общие вопросы
1165616;06.02.2022 14:08;f4089d3b-a313-4a7e-8432-9aa2441cd87d;Спилить отломившийся сук с дерева напротив 2 подъезда;Управление домом;Общие вопросы
1165651;06.02.2022 16:08;7eef64ab-8331-40b8-91dd-6285ea6f943b;Сильная течь в зале по всему потолку с кровли. Составить АКТ;Управление домом;Общие вопросы
1165653;06.02.2022 16:13;3c225aac-c0fa-4555-ad3f-26edc8f30ce3;Течь с кровли в зале . С лампы в натяжном потолоке течет вода. Составить АКТ о протопе.;Управление домом;Общие вопросы
1165677;06.02.2022 17:58;11c2539a-0778-4317-b9f3-e3a994d43722;Валяется кабель на земле между домами №20 и №22 , по ул. Гвардейской;Управление домом;Общие вопросы
1165690;06.02.2022 19:46;79634954-aa18-4124-b5d3-dd315e5812e2;Свисает кабель с крыши до 1 эт , убрать;Управление домом;Общие вопросы
1165697;06.02.2022 21:29;0005a1de-b1a0-4c0c-9712-bcc2ff4a6bd5;Вызов техника для составления акта о протечке кровли;Управление домом;Общие вопросы
1165701;06.02.2022 21:45;f0b3efd0-5533-4d40-87ef-ddb23c2767b2;В конце дома с торца спилить накл. дерево;Управление домом;Общие вопросы
1165789;07.02.2022 8:56;58aac877-a511-491d-8b3f-e907cdaacebe;Не вывозят мусор ;Управление домом;Общие вопросы
1165856;07.02.2022 10:16;133a3038-2413-4590-9e31-bea1f6680e58;Ремонт пола после аварий. работ;Управление домом;Общие вопросы
1165859;2022-02-07 10:20:50.075;64c10749-b7c8-4dc5-8f9d-b7f1002c8dea;Замер темп.ГВС и составить АКТ ;Управление домом;Общие вопросы
1165891;07.02.2022 10:46;0744b1bd-4f74-4ec1-ad86-fc19f17eeaa4;Составить АКТ о низкой температуре в квартире;Управление домом;Общие вопросы
1165947;07.02.2022 11:39;7eef64ab-8331-40b8-91dd-6285ea6f943b;Течь кровли  с потолка в кухню. Составить АКТ о протопе;Управление домом;Общие вопросы
1165948;07.02.2022 11:41;a7ac2f9d-fd78-49df-81e0-191ee192f11d;Когда чистили кровлю повредили балкон (нужен техник для состовления АКТа );Управление домом;Общие вопросы
1165951;07.02.2022 11:51;3975d897-cc3c-4434-a348-799e52b27454;Составить АКТ о протопе в квартиру с кровли;Управление домом;Общие вопросы
1165962;07.02.2022 12:13;616104e2-2057-4703-ab6f-37292a24713c;Отремонтировать козырек над подъездом № 1, так как весь снег и наледь попадают в подъезд, около подъезда лед, невозможно выйти;Управление домом;Общие вопросы
1165965;07.02.2022 12:16;c7b6f761-3317-4bb4-91a3-3c71dcb1fccf;Не вывозят мусор с контейнера на углу дома ;Управление домом;Общие вопросы
1165994;2022-02-07 13:13:54.000;1026b2ec-5365-420e-879f-326758de6aa1;Спилить дерево между 276 и 278 домом;Управление домом;Общие вопросы
1166038;07.02.2022 14:00;7fb5d44b-ddc9-4667-a0ea-4ab8ebc5c1dd;Спилить обломанную верхушку дерева напротив 6 подъезда;Управление домом;Общие вопросы
1166046;07.02.2022 14:14;a4b0fada-c9b5-4822-bc5e-5eb22a471293;Составить акты по контр. показаниям сч. ЭЛ/ЭН. и ХВС для перерасчета;Управление домом;Общие вопросы
1166077;2022-02-07 15:07:45.098;27a542ba-12f8-4f25-96d8-3bca378eec2e;Есть угроза падения дерева на окно квартиры с фасадной стороны;Управление домом;Общие вопросы
1166080;2022-02-07 15:09:05.000;852defe3-4438-4c6e-929e-ab1ac4f364a4;Очистка кровли от сосулек;Управление домом;Общие вопросы
1166082;2022-02-07 15:12:43.000;66ce90d6-7089-46d7-9863-8a9676c35fd3;Очистка кровли от сосулек;Управление домом;Общие вопросы
1166084;2022-02-07 15:15:20.000;0e282991-d3ed-4f15-a878-05d235ca34e5;Очистка кровли от снега;Управление домом;Общие вопросы
1166156;07.02.2022 16:32;9124a718-2be2-4b26-bc13-89740d4ce4f4;Закрыть штробу после ремонта трубы КНС;Управление домом;Общие вопросы
1166171;07.02.2022 17:18;3975d897-cc3c-4434-a348-799e52b27454;Снять показания счетчиков на ГВС и ХВС  и составить АКТ для РИЦ;Управление домом;Общие вопросы
1166182;07.02.2022 18:14;5b14846c-c9b9-4aee-8e25-54290b9b4678;Заменить пружину на внутренней двери в подъезде №1. ;Управление домом;Общие вопросы
1166192;07.02.2022 19:32;9a8281e2-ecf7-443b-9a08-dcdaed21347d;Течь кровли между кухней и спальней и балкон. Составить акт.;Управление домом;Общие вопросы
1166235;2022-02-08 07:10:34.003;672887d7-0883-4f0b-8cc1-b2cd24a85ada;Течь кровли в квартире. Составить акт.;Управление домом;Общие вопросы
1166241;2022-02-08 07:40:50.019;d5378a17-40ad-48b8-83e7-691b3b940727;Составить акт о протечке с кровли в квартире;Управление домом;Общие вопросы
1166274;08.02.2022 8:28;d6257b7b-d68c-449f-aef3-6c4af1a2d78f;Составить акт о протечке с кровли;Управление домом;Общие вопросы
1166280;08.02.2022 8:35;cfa0b7d5-262f-4f16-bb23-c9bc7119d2d5;Составить акт о течи с кровли в квартиру ;Управление домом;Общие вопросы
1166282;08.02.2022 8:37;a4b0fada-c9b5-4822-bc5e-5eb22a471293;Составить акт по показаниям счетчиков ХВС и ГВС для бухгалтерии РИЦ;Управление домом;Общие вопросы
1166295;08.02.2022 8:54;e8529648-511e-4e1d-a46b-d9f3379c5246;Составить акт о течи с кровли в комнате на эл.счетчик;Управление домом;Общие вопросы
1166351;08.02.2022 9:47;89047c9b-b64c-4839-80c5-de8d47312c7e;Составить акт о течи с кровли в квартиру;Управление домом;Общие вопросы
1166364;08.02.2022 9:58;4facb2ad-501c-414b-9531-f60783814e82;Составить акт о течи с кровли во 2 подъезде на 9 этаже по лифтовой шахте;Управление домом;Общие вопросы
1166394;08.02.2022 10:21;4facb2ad-501c-414b-9531-f60783814e82;Составить акт осмотра состояния придомовой территории;Управление домом;Общие вопросы
1166397;08.02.2022 10:23;98b8018a-2b0f-466a-a139-25fd890b7fed;Составить акт о течи с кровли в подъезд;Управление домом;Общие вопросы
1166412;08.02.2022 10:35;89047c9b-b64c-4839-80c5-de8d47312c7e;составить акт о протечке с кровли в кухне;Управление домом;Общие вопросы
1166413;08.02.2022 10:36;89047c9b-b64c-4839-80c5-de8d47312c7e;составить акт о протечке с кровли в кухне;Управление домом;Общие вопросы
1166448;08.02.2022 11:22;cc218216-eb07-4a76-b890-5a29777977a1;Очистить от мусора конт. площадку и вывезти мусор;Управление домом;Общие вопросы
1166473;08.02.2022 12:18;4facb2ad-501c-414b-9531-f60783814e82;Составить акт о протечке на площадке 9 этажа во 2 подъезде, льет ручьем;Управление домом;Общие вопросы
1166491;08.02.2022 12:36;fe6bc411-d85b-4723-83e6-4ef7769b2ef1;Составить акт о протечке с кровли в кухне и в подъезде;Управление домом;Общие вопросы
1166511;08.02.2022 13:06;19e86cdf-083f-4f4f-a059-9d8caaa71132;Составить акт о состоянии придомовой территории  при моем личном присутствии;Управление домом;Общие вопросы
1166516;08.02.2022 13:16;20fc982a-1ea2-42fd-a2f1-daf564ce1e5f;Снять контр. показ. сч. ЭЛ/ЭН;Управление домом;Общие вопросы
1166532;08.02.2022 13:40;357c9564-d3b2-4d90-bf60-74868b63a201;Не освобождаются мусорные контейнеры уже целую неделю.;Управление домом;Общие вопросы
1166560;08.02.2022 14:22;921036e5-b908-47d6-8fd8-2139a9d1e14c;Открыть фрамуги на 5 этаже в 4 подъезда.;Управление домом;Общие вопросы
1166630;08.02.2022 16:16;d6257b7b-d68c-449f-aef3-6c4af1a2d78f;Составить акт по показаниям счетчика ХВС для бухгалтерии РИЦ;Управление домом;Общие вопросы
1166648;08.02.2022 16:53;d6257b7b-d68c-449f-aef3-6c4af1a2d78f;Составить акт о протечке с кровли на балконе для возмещения ущерба.;Управление домом;Общие вопросы
1166655;08.02.2022 17:07;6c3dd244-8400-4b8e-b476-92c356c68535;Составить акт по показаниям счетчика ХВС ;Управление домом;Общие вопросы
1166664;08.02.2022 17:38;4ab3a7bf-c818-49b5-819d-a7118307b805;Почистить от снега мусорную площадку, невозможно освободить мусорные контейнеры;Управление домом;Общие вопросы
1166677;08.02.2022 18:42;f450c386-b9aa-49b4-864b-d0aa578c5927;Составить акт о течи по фасаду дома по межпанельным швам и по кондиционерам квартир 13 и 14 и течь по подоконникам;Управление домом;Общие вопросы
1166694;08.02.2022 19:36;e86aae9a-45f6-4dff-8c90-22f998fb82ff;Составить акт о протечке с кровли во всей квартире.;Управление домом;Общие вопросы
1166717;09.02.2022 7:24;1fe51cac-9d1c-4bbf-866f-95226a28a95d;Исправить крышу, течь с крыши на козырек 3 подъезда ;Управление домом;Общие вопросы
1166722;09.02.2022 7:51;00cc28c1-3c57-4e8b-aaa1-72083f02c6cf;Сделать дверь на крышу во 2 подъезде;Управление домом;Общие вопросы
1166791;09.02.2022 9:08;ab2d4169-0e32-4056-9d85-e25f8a0bf18c;Составить акт о течи с кровли;Управление домом;Общие вопросы
1166805;09.02.2022 9:23;592c0ef3-2239-4d8f-9d28-dd94d6633825;Течь с кровли по стене кухни-составить акт;Управление домом;Общие вопросы
1166846;09.02.2022 9:54;4facb2ad-501c-414b-9531-f60783814e82;Вызов техника для составления акта о протечке;Управление домом;Общие вопросы
1166849;2022-02-09 10:01:00.000;b1ab4cb9-3502-4c37-9a47-46f482a5dc55;Очистка кровли от сосулек;Управление домом;Общие вопросы
1166852;2022-02-09 10:03:21.000;28f334f7-0e10-46cd-b560-a29a49c198f4;Очистка кровли от сосулек;Управление домом;Общие вопросы
1166864;2022-02-09 10:08:05.000;9124a718-2be2-4b26-bc13-89740d4ce4f4;Очистка кровли от сосулек;Управление домом;Общие вопросы
1166869;09.02.2022 10:10;a8bb2035-06a0-49ba-aef6-f4f9712ab024;Вызов техника для составления акта о протечке;Управление домом;Общие вопросы
1166897;09.02.2022 10:28;8bc8ad35-97c2-4c5a-b06c-a20865d1cc94;Снять контр. показ. сч. ХВС;Управление домом;Общие вопросы
1166917;09.02.2022 10:47;357c9564-d3b2-4d90-bf60-74868b63a201;Долгое время  не вывозится мусор с конт. площадки-срочно принять меры!;Управление домом;Общие вопросы
1166941;09.02.2022 11:14;3305e947-6dbe-43ed-9e6e-c357f4c93b45;Убрать мус/контейры в мус/камеры-во всех подъездах;Управление домом;Общие вопросы
1166966;09.02.2022 11:43;2a29c396-49b2-4bce-b578-0863f8b1992f;Вызов техника для составления акта , покрылись стены плесенью;Управление домом;Общие вопросы
1166967;09.02.2022 11:48;89047c9b-b64c-4839-80c5-de8d47312c7e;Составить акт о течи с кровли в квартиру ;Управление домом;Общие вопросы
1167021;09.02.2022 13:24;bdbc5938-aa5b-4caf-8bd1-4f7db9973bb4;Отремонтировать входную дверь в подъезд;Управление домом;Общие вопросы
1167062;09.02.2022 14:21;8bc8ad35-97c2-4c5a-b06c-a20865d1cc94;Снять контр. показ. сч. ГВС  для перерасчета;Управление домом;Общие вопросы
1167070;09.02.2022 14:36;fe6bc411-d85b-4723-83e6-4ef7769b2ef1;Составить акт о течи с кровли в квартиру;Управление домом;Общие вопросы
1167083;09.02.2022 14:50;bdfe1feb-812a-4b11-b445-151806c298c6;Мокнет стена в квартире, Вызов техника для  составления акта;Управление домом;Общие вопросы
1167159;09.02.2022 16:52;fe6bc411-d85b-4723-83e6-4ef7769b2ef1;Течь с кровли в квартиру-кухня-и в подъезде-составить акт ;Управление домом;Общие вопросы
1167187;09.02.2022 20:46;fe6bc411-d85b-4723-83e6-4ef7769b2ef1;Составить акт осмотра зала после протечки с кровли ;Управление домом;Общие вопросы
1167191;09.02.2022 20:59;79634954-aa18-4124-b5d3-dd315e5812e2;Составить акт о протопе сверху в комнате для возмещения ущерба;Управление домом;Общие вопросы
1167271;2022-02-10 08:40:14.000;8bc8ad35-97c2-4c5a-b06c-a20865d1cc94;Очистка кровли от снега;Управление домом;Общие вопросы
1167284;10.02.2022 8:53;584f42c3-d54f-4cd9-8161-8bc67c469634;Течь с кровли в комнату-составить акт;Управление домом;Общие вопросы
1167292;2022-02-10 08:58:43.000;d69cf6c2-6942-4a91-90d9-7ff38b50921b;мех уборка придомовой территории;Управление домом;Общие вопросы
1167295;2022-02-10 09:01:11.000;0114ee66-034c-4ca8-8935-742df66ee0d3;мех уборка придомовой территории;Управление домом;Общие вопросы
1167325;10.02.2022 9:29;fe6bc411-d85b-4723-83e6-4ef7769b2ef1;Составить акт о течи с кровли в квартиру;Управление домом;Общие вопросы
1167352;10.02.2022 9:56;a5de8ac1-ae04-4ee0-a0ee-15159cfbac05;Прочистить ДВК;Управление домом;Общие вопросы
1167371;10.02.2022 10:13;a7b47294-1158-461b-aed6-2dc403565b44;Во 2 подъезде прочистить мусоропровод.;Управление домом;Общие вопросы
1167390;10.02.2022 10:27;9a8281e2-ecf7-443b-9a08-dcdaed21347d;Составить акт о течи  с кровли в квартиру;Управление домом;Общие вопросы
1167438;10.02.2022 11:06;a4eeb80a-724c-43b2-9ac0-3752e607c28d;Течь балкона с кровли после того, как сбили сосульки с крыши. Составить АКТ о протечке.;Управление домом;Общие вопросы
1167526;2022-02-10 12:47:43.019;4e81db29-d16a-491f-bac6-4c08ed920a9f;Течь с кровли в квартиру-составить акт;Управление домом;Общие вопросы
1167574;10.02.2022 14:21;0e1036a6-45fa-4f52-8b8d-b388a4fe66c3;Сломалось дерево напротив подъезда № 3 и упало на  эл. провода ул.освещения;Управление домом;Общие вопросы
1167583;10.02.2022 14:42;ad97b8ee-4aa8-4293-a820-2249bf190ca8;Замер t в квартире. Составить акт.;Управление домом;Общие вопросы
1167650;2022-02-10 15:41:46.000;2810e0e8-0d12-439b-8714-e9fb231d3678;выдача лопат;Управление домом;Общие вопросы
1167652;10.02.2022 15:44;e0fa6e5a-8a6a-4ea2-a984-b45b156c5d45;Вызвать контролера для снятия показаний сч. ГВС. Составить АКт для РИЦ;Управление домом;Общие вопросы
1167750;10.12.2021 15:25;584f42c3-d54f-4cd9-8161-8bc67c469634;Не очищаются от снега и наледи ступеньки перед м-н Валдбериз,рыбалка;Управление домом;Общие вопросы
1167761;18.01.2022 8:28;c224e369-a729-43e8-a27d-a08d9349a9ce;Очистить кровлю от снега-течь  в подъезд с кровли;Управление домом;Общие вопросы
1167766;21.01.2022 13:34;cbff3b7a-abb6-41a5-85e7-53a53d73414f;Сбить сосульки по периметру дома.  ;Управление домом;Общие вопросы
1167787;10.02.2022 9:06;c9ea8d70-af7c-44d0-9502-6d0247b7889e;Течь кровли (спальня). Составить акт.;Управление домом;Общие вопросы
1167822;10.02.2022 21:55;05a4d9d1-2c0e-4ce4-9e6d-cae7b3d11e39;Вызов техника для составления акта о протечке с кровли ;Управление домом;Общие вопросы
1167918;2022-02-11 09:02:19.055;d06c5d99-3a94-4a48-a7fd-873161446774;Составить акт о течи с кровли в квартиру;Управление домом;Общие вопросы
1167928;11.02.2022 9:10;672887d7-0883-4f0b-8cc1-b2cd24a85ada;Составить АКТ о протечки кровли ;Управление домом;Общие вопросы
1167994;11.02.2022 9:56;1ffbc894-9192-48ca-91c6-fd724087f909;Составить Акт о протопе ;Управление домом;Общие вопросы
1168007;11.02.2022 10:12;d5378a17-40ad-48b8-83e7-691b3b940727;Отменить заявку на мех.уборку двора-двор чистый;Управление домом;Общие вопросы
1168051;11.02.2022 11:06;592c0ef3-2239-4d8f-9d28-dd94d6633825;Долгое время не убирается подъезд №1;Управление домом;Общие вопросы
1168057;11.02.2022 11:12;a7ac2f9d-fd78-49df-81e0-191ee192f11d;Замер темп. ЦО  в квартире;Управление домом;Общие вопросы
1168068;11.02.2022 11:28;86c75d02-d019-494d-b8f6-c75611da88d8;Ремонт обшивки входной двери в подъезд-нужен 1 шуруп;Управление домом;Общие вопросы
1168069;11.02.2022 11:28;b77ef6b1-69e6-4c99-9c3f-c01b4d443131;Составить Акт о течи кровли в квартире ;Управление домом;Общие вопросы
1168073;11.02.2022 11:34;4274d56e-dfd2-4216-922b-907c4bba6772;Составить акт о поврежд. в результате протопа с верх. этажа;Управление домом;Общие вопросы
1168092;11.02.2022 12:03;584f42c3-d54f-4cd9-8161-8bc67c469634;Составить Акт о течи кровли ;Управление домом;Общие вопросы
1168106;11.02.2022 12:42;19e86cdf-083f-4f4f-a059-9d8caaa71132;Течь с кровли в квартиру-составить акт;Управление домом;Общие вопросы
1168239;11.02.2022 15:38;2fa1a08c-30a3-4d42-9d85-256d0d4858d8;Составить акт о течи с кровли в квартиру;Управление домом;Общие вопросы
1168240;2022-02-11 15:41:07.000;2fa1a08c-30a3-4d42-9d85-256d0d4858d8;Очистка кровли от снега и сосулек;Управление домом;Общие вопросы
1168242;2022-02-11 15:44:44.000;ce5ade5d-1b43-44ef-9829-9008158adcbb;Очистка кровли от сосулек и снега;Управление домом;Общие вопросы
1168257;11.02.2022 16:19;62f5beff-2753-490c-8115-01cfa320ee40;Составить Акт о поломки мусоропровода ;Управление домом;Общие вопросы
1168264;11.02.2022 17:04;ae9b423a-3e20-48c5-803c-1f3631b40e05;Ремонт тамбурной двери во 2 подъезде ;Управление домом;Общие вопросы
1168312;11.02.2022 20:48;a720fc3e-977c-4a64-8b26-63ca17d98df0;Составить акт о протечки кровли (кухня).;Управление домом;Общие вопросы
1168360;12.02.2022 8:57;74e79aff-27b1-40ca-83ae-42c3ae319cde;ХВС идет с песком, устранить проблему;Управление домом;Общие вопросы
1168374;12.02.2022 9:39;0005a1de-b1a0-4c0c-9712-bcc2ff4a6bd5;Составить акт о том, что повредили крышу маг. Молоток во время прочистки кровли.;Управление домом;Общие вопросы
1168378;12.02.2022 9:40;1ccd80de-27de-4f37-b93f-721264dc463a;Составить акт о протопе лоджии с кровли ;Управление домом;Общие вопросы
1168386;12.02.2022 9:56;11c2539a-0778-4317-b9f3-e3a994d43722;составить акт о протопе с кровли в спальне и на кухне;Управление домом;Общие вопросы
1168444;12.02.2022 11:20;97431017-d37c-4478-b319-6a4530b787f0;Обработать подвал 8 подъезда, засора нет, Кнс пахнет.;Управление домом;Общие вопросы
1168461;12.02.2022 11:55;f00d9a9c-7858-4e3a-8282-e90ece80c196;составить акт о протечке с кровли в спальне;Управление домом;Общие вопросы
1168464;12.02.2022 11:58;4e4f7549-851f-454d-8c03-6f4f911cc450;Составить акт о протопе с кровли в кухне;Управление домом;Общие вопросы
1168483;12.02.2022 12:49;f450c386-b9aa-49b4-864b-d0aa578c5927;Составить акт о протечке с кровли в кухне для возмещения ущерба;Управление домом;Общие вопросы
1168493;12.02.2022 13:18;c9ea8d70-af7c-44d0-9502-6d0247b7889e;Составить акт о протечке с кровли в кухне;Управление домом;Общие вопросы
1168545;12.02.2022 15:10;85406c98-f06c-4d50-8986-fa501e96c691;2 подъезд заклинивает кодовый замок( не раб);Управление домом;Общие вопросы
1168592;12.02.2022 18:57;b13bba64-2e2c-4b47-91c1-5a741088977c;Укрепить решетки на окнах в под № 1 на 3 эт;Управление домом;Общие вопросы
