Number;Date;UID;Desc
1364447;26.02.2023 12:30;7adbac1e-3bdc-4de5-b59d-5ac29926a612;Не идет вызов в квартиры с домофонной двери 3 подъезда
1364454;26.02.2023 13:00;1fe51cac-9d1c-4bbf-866f-95226a28a95d;Течь с кровли, устранить, мокнут обои на стене кухни и стена в подъезде
1364455;2023-02-26 13:04:44.010;1fe51cac-9d1c-4bbf-866f-95226a28a95d;Составить акт о протечке с кровли на кухне в квартире и по стене подъезда на 3 этаже
1364459;26.02.2023 13:29;b77ef6b1-69e6-4c99-9c3f-c01b4d443131; В 5 подъезде между 1 и 2 этажами и между 2 и 3 этажами на оконных рамах сломаны ручки, невозможно открыть окно. Отремонтировать.
1364460;26.02.2023 13:30;b77ef6b1-69e6-4c99-9c3f-c01b4d443131;Очистить придомовую территорию от снега.
1364465;2023-02-26 13:58:23.023;2c863825-83ab-48a8-a806-ee57d3b0ed2b;Нет освещения на 11 этаже и в маленьком коридоре.
1364469;26.02.2023 14:05;1d560926-0842-47a4-be01-0c769b993dbe;Почистить крышу от снега и наледи
1364470;26.02.2023 14:06;fa9904e9-ee69-4eeb-b85c-3972a1c4267d;Во всей квартире чуть теплые батареи. В квартире холодно.
1364473;2023-02-26 14:16:56.032;d5378a17-40ad-48b8-83e7-691b3b940727;Мех уборка придомовой территории.
1364475;26.02.2023 14:26;e85be8fc-e981-43ba-a46b-1f92b0ad18ef;Очистить кровлю от снега.
1364484;26.02.2023 15:29;14dd4248-dac7-4584-b0e4-8d25a1e72d24;Выбивает автомат и искрит.
1364485;26.02.2023 15:31;a8bb2035-06a0-49ba-aef6-f4f9712ab024;Течь в кухне с кровли.
1364488;26.02.2023 15:45;86c75d02-d019-494d-b8f6-c75611da88d8;Прочистить ливневки. Течет по стене.
1364495;26.02.2023 16:23;555839a3-2a20-4411-8e01-b7fd9dda3c89;Мех. очистка придомовой территории от снеговых куч, съехавших с крыши.
1364498;26.02.2023 16:34;6a331bc5-9d9a-4f1b-8fc5-797c1eabb7aa;Упала с крыши антенна, висит над застекленным балконом, Есть опасность, что разобьется балконное стекло. Убрать антенну.
1364504;26.02.2023 17:41;641292c3-b381-490d-8cf0-0b67d5fb19cb;Х/Б на кухне и в зале.
1364507;26.02.2023 18:00;0d67533c-c3de-4ca9-a728-d82f3ee96a98;Очистить ливневые трубы  во всех подъездах от льда.
1364511;2023-02-26 18:25:36.006;8bc8ad35-97c2-4c5a-b06c-a20865d1cc94;ХЪ/З по стояку
1364515;2023-02-26 18:46:39.098;0eae3ea4-d99e-4c91-a958-da90aa54977d;Застряли в лифте 1 подъезда.
1364516;26.02.2023 18:50;83a9e737-f9d9-4bda-9a80-2d236dafcb01;Чуть теплые батареи во всей квартире. Шум в трубах ЦО.
1364517;26.02.2023 18:51;592c0ef3-2239-4d8f-9d28-dd94d6633825;Х/Б в спальне с балконом.
1364518;26.02.2023 19:00;acab0a0b-ecfb-44db-9527-1b16e289ebc3;Х/Б в зале.
1364533;26.02.2023 20:48;c6eca7fa-d648-41b5-b20b-a1741f6d0308;Течь кровли. Составить акт.
1364535;26.02.2023 21:37;97431017-d37c-4478-b319-6a4530b787f0;Течь по стене. Составить акт.
1364536;26.02.2023 21:41;055a66ac-a43e-4257-b625-51d867c7b1ce;Нет эл.фазы на дом. Передано в ж/д подстанцию электрикам. АДС ждет у дома.
1364539;26.02.2023 22:57;532f1234-a77f-454b-817e-3143d73104b0;Очистить снег с придомовой территории
1364543;27.02.2023 0:32;eebac655-b830-4e48-b7c0-f86d9a494ba3;Течь кровли. Прочистить ливневку..
1364548;27.02.2023 6:08;9b9c9a49-2072-4679-a18d-8b0a548d40b1;Чуть теплые радиаторы.
1364553;27.02.2023 6:50;42783c1c-ea5c-4474-ad33-72b9bc0e552c;Произвести механическую уборку придомовой территории.
1364554;27.02.2023 7:01;e0fa6e5a-8a6a-4ea2-a984-b45b156c5d45; Протечка кровли в квартире. Составить акт.
1364555;27.02.2023 7:02;e0fa6e5a-8a6a-4ea2-a984-b45b156c5d45;Очистить кровлю. Протечка в квартире.
1364557;27.02.2023 7:09;815c4c63-bbda-46dc-ae9e-9957430b0d68;Профдезинфекция от мышей в подвалах.
1364558;27.02.2023 7:14;91d3baaf-0c2a-4606-a9ca-e9a8b53f8d4d;Протечка в квартире с кровли. Составить акт.
1364559;27.02.2023 7:14;91d3baaf-0c2a-4606-a9ca-e9a8b53f8d4d;Очистить кровлю от снега. Протечка в квартире.
1364563;27.02.2023 7:21;e8e811c8-c78e-4aaa-bdff-25f9f3d6d9db;Выбивает эл.энергию в кабинете.
1364565;27.02.2023 7:27;f1f0c74f-ef36-4f28-9dad-96d9664dd6f2;Прочистить кровлю от снега, протечка в подъезде.
1364567;27.02.2023 7:32;724dcbad-b9b7-48b9-b4d5-0a48356638d3;Очистить от льда придомовую территорию
1364568;27.02.2023 7:35;530314c2-29e1-4471-bbf1-58738a9e2859;Течь с кровли в спальне
1364569;2023-02-27 07:39:50.053;530314c2-29e1-4471-bbf1-58738a9e2859;течь с кровли в спальне
1364570;27.02.2023 7:40;530314c2-29e1-4471-bbf1-58738a9e2859;Составить акт о протечке с кровли в спальне
1364571;27.02.2023 7:43;37cc3ef3-3e8d-4b31-887b-c1fd3e04d8c7;Упала с крыши глыба снега перед 2 подъездом, перекрыло вход, требуется мехуборка , дворник не сможет убрать
1364573;27.02.2023 7:54;8dbdaf40-0c1f-42fe-b16b-e83e7a6b60f6;Не закрывается домофонная дверь, отрегулировать доводчик
1364574;27.02.2023 8:00;79634954-aa18-4124-b5d3-dd315e5812e2;Почистить крышу от снега со стороны Кэмпо, течет в квартиры 9 этажа.
1364576;27.02.2023 8:05;d66b23d1-04ca-490d-ad27-ae11032c53ed;Течь с потолка коридора и ванной, почистить крышу от снега
1364578;27.02.2023 8:08;97431017-d37c-4478-b319-6a4530b787f0;Х/Б снизу во всей квартире, t - 15 град, прибавить отопление
1364580;27.02.2023 8:11;8012f310-1e2b-4299-ab17-e526bb68920b;Течь с кровли в коридоре на 9 этаже и в 99 кв. со стороны Кометы, проверить трубы еще
1364582;27.02.2023 8:13;2508d377-c5bf-4aee-94cd-a56b61903a4c;Требуется ремонт мусоросборника на 6 этаже в 3 подъезде
1364583;27.02.2023 8:13;79634954-aa18-4124-b5d3-dd315e5812e2;Составить акт о протечке со 2 этажа
1364587;27.02.2023 8:17;7786df21-4a2e-4e98-980e-c473f0692195;Течь с кровли в комнате, прочистить крышу
1364590;27.02.2023 8:19;5b5d0f68-23fa-4b4e-beb8-1bf1c679e4ea;Почистить сосульки с крыши со стороны подъездов.
1364592;2023-02-27 08:20:36.040;2a896c8b-4d2b-41ae-9a92-54e95fbd0ee4;Течь с кровли в квартире, почистить крышу от снега
1364596;27.02.2023 8:24;815c4c63-bbda-46dc-ae9e-9957430b0d68;Х/Б в комнате по стояку  на торц. стене с 23,02,2023 г.
1364598;27.02.2023 8:25;9f8c4b9c-80e1-48b2-af6b-9388dfa4331c;Ревизия в эл. щитке на 3 этаже 4 подъезда, все эл.провода черные и обугленные
1364629;27.02.2023 8:42;86c75d02-d019-494d-b8f6-c75611da88d8;Течь с кровли в комнате
1364632;27.02.2023 8:42;3305e947-6dbe-43ed-9e6e-c357f4c93b45;Не работают розетки в квартире
1364633;27.02.2023 8:43;86c75d02-d019-494d-b8f6-c75611da88d8;Составить акт о протечке с кровли в комнате
1364635;27.02.2023 8:45;592c0ef3-2239-4d8f-9d28-dd94d6633825;Составить акт, что заливает 4 подъезд с улицы для устранения проблемы
1364638;27.02.2023 8:47;2a896c8b-4d2b-41ae-9a92-54e95fbd0ee4;Очистка прид. тер. от снега
1364644;27.02.2023 8:50;2508d377-c5bf-4aee-94cd-a56b61903a4c;Течь с кровли в комнате, почистить крышу от снега
1364648;2023-02-27 08:52:01.097;ee7d4dd6-8a4d-4df0-aeaf-787e76525cbd;Убавить подачу ЦО в доме
1364651;27.02.2023 8:52;f0b3efd0-5533-4d40-87ef-ddb23c2767b2;Опломб. сч. ХВС
1364661;27.02.2023 8:56;933e7cdc-f44a-4145-9401-86f74580af56;Заменить светильник на 3 этаже в 3 подъезде
1364666;27.02.2023 8:58;a61f5fdd-2e1e-4a80-a212-2b8c72a63a49;Утеплить наружные межпанельные швы
1364669;27.02.2023 9:02;9b9c9a49-2072-4679-a18d-8b0a548d40b1;Чуть теплые батареи ЦО в квартире, прибавить подачу тепла 
1364675;27.02.2023 9:05;8fa62488-66f5-41b4-98bd-c66a9fc420ac;Не работают 2 эл.розетки в квартире
1364683;27.02.2023 9:08;c9163da3-6dbf-4f8c-9174-fca675abb586;Течь сверху на подоконник балкона квартиры, составить акт осмотра
1364688;2023-02-27 09:12:23.072;84e00017-87df-4208-8884-7fba89c35724;Течь с кровли в квартире
1364690;2023-02-27 09:12:53.030;84e00017-87df-4208-8884-7fba89c35724;составить акт о протечке с кровли в квартире
1364693;27.02.2023 9:13;f57cf6c8-0dbd-48c0-991e-2087897e2d8d;Составить акт о течи с кровли на балкон
1364700;27.02.2023 9:17;e1c09149-637f-41db-a88e-2e57ee423b97;Течь с кровли в комнате
1364702;27.02.2023 9:18;fa9904e9-ee69-4eeb-b85c-3972a1c4267d;Ревизия эл. счетчика, мало крутит, возможно, требуется замена.
1364709;27.02.2023 9:23;8012f310-1e2b-4299-ab17-e526bb68920b;При движении лифта слышен скрежет и вибрирует  в подъезде со стороны ул. Московской
1364728;2023-02-27 09:30:26.081;acab0a0b-ecfb-44db-9527-1b16e289ebc3;Х/б в зале после сброса воздуха из подвала, устранить проблему
1364735;27.02.2023 9:33;2508d377-c5bf-4aee-94cd-a56b61903a4c;Течь с кровли в туалете и коридоре
1364737;27.02.2023 9:33;35e3a9fc-5386-45f3-9c7f-11d889b8a565;Течь с кровли с потолка квартиры, почистить крышу от снега
1364738;27.02.2023 9:34;35e3a9fc-5386-45f3-9c7f-11d889b8a565;составить акт о протечке с кровли в квартире.
1364743;27.02.2023 9:36;92a6d9c7-6251-43ff-a6f1-10eb04b138dc;Почистить ливневки на крыше, течет ручьем в квартире
1364744;27.02.2023 9:36;92a6d9c7-6251-43ff-a6f1-10eb04b138dc;составить акт о протечке с кровли в квартире.
1364752;27.02.2023 9:43;530314c2-29e1-4471-bbf1-58738a9e2859;Течь с кровли на кухне
1364753;27.02.2023 9:44;530314c2-29e1-4471-bbf1-58738a9e2859;Составить акт о протечке с кровли на кухне
1364755;27.02.2023 9:46;d4a5ff51-2de4-405d-9a59-61a102f9778a;Не горит свет в санузле
1364762;27.02.2023 9:50;213b176e-d8ae-462b-8a2a-9ef7f9e07013;Чуть теплые все  батареи в квартире
1364763;27.02.2023 9:52;a7ac2f9d-fd78-49df-81e0-191ee192f11d;Опломбировать счетчик ХВС после замены
1364766;2023-02-27 09:52:32.050;933e7cdc-f44a-4145-9401-86f74580af56;Очистка крыши всего дома от снега
1364771;2023-02-27 09:57:18.036;f6dc9db7-9996-4605-88c3-a45d6760f708;Составить акт по показаниям счетчика ХВС для бухгалтерии РИЦ
1364773;27.02.2023 9:58;86cf8731-c2be-482b-b239-3b32f6a5cbf4;Нависла глыба снега на крыше над 4 подъездом, убрать
1364778;27.02.2023 10:03;a7b47294-1158-461b-aed6-2dc403565b44;Заливает 1 подъезд с ливневки, нельзя пройти в подъезд
1364783;2023-02-27 10:06:22.078;b4770cc7-3ddb-459a-925b-7788a7741b6a;Проверка ДВК
1364789;27.02.2023 10:13;0d67533c-c3de-4ca9-a728-d82f3ee96a98;Не работает лифт с 13 февраля.
1364795;27.02.2023 10:19;19bb263f-4aba-4455-8df0-0d99d7cac4b8;Течь по вентканалу в кв.№8
1364798;27.02.2023 10:24;2a896c8b-4d2b-41ae-9a92-54e95fbd0ee4;Механизированная уборка придомовой территории
1364805;27.02.2023 10:30;1180c488-99f9-4264-b8a8-71b8e014bd09;Опломб. сч. ХВС
1364809;27.02.2023 10:35;8012f310-1e2b-4299-ab17-e526bb68920b;Вызов в нашу квартиру идет еще в другую квартиру, дверь с трубки открыть не можем
1364813;27.02.2023 10:39;e1e900ae-21b9-4605-842e-57df69abf27d;Опломбировать счетчик  ХВС  после ремонтных работ в штрабе
1364816;27.02.2023 10:43;3ccb8813-62a8-4136-b7cd-923a55f34174;Убрать КГМ на 4 этаже правого крыла
1364823;27.02.2023 10:46;a8bb2035-06a0-49ba-aef6-f4f9712ab024;Опломбировать счетчик ХВС  после вынужденного срыва пломбы.
1364831;27.02.2023 10:50;3f4542f9-7dbe-4873-ba35-a45a6fab4ec1;Мех. уборка  и дворником прид. тер. от снега
1364837;27.02.2023 10:53;84e00017-87df-4208-8884-7fba89c35724;Составить  акт о течи с кровли по стене  прихожей квартиры около двери.
1364848;27.02.2023 11:00;7eef64ab-8331-40b8-91dd-6285ea6f943b;Не горит светильник на торце дома со стороны 1 подъезда (обрыв эл.провода)
1364851;27.02.2023 11:01;8bc8ad35-97c2-4c5a-b06c-a20865d1cc94;Не греет половина секций батареи ЦО на кухне и чуть теплые в зале
1364856;2023-02-27 11:07:13.013;56f36f6c-9994-43f3-9007-f0c14daf14da;Навесить замки на все 4 подвальные двери дома
1364857;27.02.2023 11:07;2a896c8b-4d2b-41ae-9a92-54e95fbd0ee4;Течь с кровли в 1 подъезде до 6 этажа по стенам
1364859;27.02.2023 11:08;2a896c8b-4d2b-41ae-9a92-54e95fbd0ee4;Засор ливневки на крыше, топит квартиры уже на 8 этаже
1364865;27.02.2023 11:16;e0fa6e5a-8a6a-4ea2-a984-b45b156c5d45;Течь с кровли  в квартиры уже до 6 этажа
1364866;27.02.2023 11:16;62f5beff-2753-490c-8115-01cfa320ee40;Замена замка на тех. этаж во 2 подъезде на 10 этаже
1364868;27.02.2023 11:17;e0fa6e5a-8a6a-4ea2-a984-b45b156c5d45;Составить акт осмотра квартиры, топит с кровли
1364871;27.02.2023 11:18;a3fd4168-0808-40fa-9f85-d095b2e51a36;Составить акт о протопе соседями сверху 
1364875;27.02.2023 11:23;d6d2b50b-4cf9-42c5-840f-15888e1c611f;Течь с кровли на кухне и 2-х комнатах
1364879;27.02.2023 11:24;3ccb8813-62a8-4136-b7cd-923a55f34174;Опломбировать счетчик ХВС
1364882;27.02.2023 11:26;189f7416-145a-4f91-ace2-2668dd7a37a4;Мех. уборка прид. тер. большим трактором.
1364883;27.02.2023 11:27;fce2db74-28a4-4eac-95a6-c1269270601c;Почистить козырек подъезда над входной дверью со стороны Кэмпо
1364886;27.02.2023 11:27;189f7416-145a-4f91-ace2-2668dd7a37a4;Нет освещения на придом.тер.
1364890;2023-02-27 11:31:14.030;c07cab2c-34d7-47b8-bbc8-b43b1421ee42;Обработка подвалов и подъездов от мышей 
1364894;2023-02-27 11:34:29.072;933e7cdc-f44a-4145-9401-86f74580af56;Течь с кровли на кухне-мокнет угол стены
1364896;27.02.2023 11:37;d362becb-9692-48a2-b24b-e8afe3930184;Х/Б по ст. зала
1364898;27.02.2023 11:37;933e7cdc-f44a-4145-9401-86f74580af56;Составить акт о течи с кровли на кухне
1364901;27.02.2023 11:39;f5d57ae5-3807-498a-a18e-188fdd3262f1;Опломб. сч. ХВС
1364903;27.02.2023 11:41;83160bf0-b422-4c19-a990-2d59a3ae33ca;Составить акт осмотра стены дома со стороны улицы, трещина по стене со 2 этажа по 1 этажи, дует из щелей в квартиры, промерзают стены, для последующей заделки трещины
1364904;27.02.2023 11:43;5b5d0f68-23fa-4b4e-beb8-1bf1c679e4ea;Течь с кровли  в квартире с сев. стороны
1364905;27.02.2023 11:44;83160bf0-b422-4c19-a990-2d59a3ae33ca;Составить акт о том, что сыреет и промерзает стена в квартире из-за трещины по стене дома.
1364906;27.02.2023 11:44;5b5d0f68-23fa-4b4e-beb8-1bf1c679e4ea;Составить акт о течи с кровли в квартиру
1364919;27.02.2023 12:02;e927dd16-bc7e-4377-aba9-2fa9ba983fe0;Составить акт о протопе сверху
1364921;27.02.2023 12:03;fa9904e9-ee69-4eeb-b85c-3972a1c4267d;Почистить тротуары дома от снега и  льда.
1364923;27.02.2023 12:04;2508d377-c5bf-4aee-94cd-a56b61903a4c;Составить акт о причин. ущербе в результате течи с кровли в квартиру
1364924;27.02.2023 12:07;89047c9b-b64c-4839-80c5-de8d47312c7e;Механизированная уборка придомой территории
1364927;27.02.2023 12:12;9a63dccd-e4db-4390-8fa1-932e28846632;Не работают эл. розетки в квартире.
1364931;27.02.2023 12:18;ad97b8ee-4aa8-4293-a820-2249bf190ca8;Механизированная уборка придомовой территории.
1364932;27.02.2023 12:19;a649e12e-99d1-4ce1-b273-1f972f6e7bf9;Утеплить хозяйственную каморку 
1364937;27.02.2023 12:26;05a4d9d1-2c0e-4ce4-9e6d-cae7b3d11e39;Мокнет угол стены в квартире-установить причину и устранить
1364938;27.02.2023 12:27;c224e369-a729-43e8-a27d-a08d9349a9ce;Механизированная уборка придомовой территории
1364943;27.02.2023 12:33;b4770cc7-3ddb-459a-925b-7788a7741b6a;Проверка ДВК
1364944;27.02.2023 12:35;64c10749-b7c8-4dc5-8f9d-b7f1002c8dea;Очистить прид. тер. и входы в подъезды дома от снега
1364946;27.02.2023 12:36;8dbdaf40-0c1f-42fe-b16b-e83e7a6b60f6;Почистить крышу над 59 квартирой
1364950;27.02.2023 12:47;e1a95cec-3bfa-414a-99a8-d6a9ee75f218;Почистить крышу по всему периметру от нависшего снега и льда
1364958;27.02.2023 13:07;4e4f7549-851f-454d-8c03-6f4f911cc450;Сильный запах горелой проводкой из эл.счетчика
1364960;27.02.2023 13:08;b58cf9fa-b2fb-45c1-9b2d-72b1023b9750;Течь с кровли в кв. №105 и 106-устранить причину
1364968;27.02.2023 13:18;7e246271-75bb-4c91-add6-86e0571b826c;Замерзла ливнёвки со ст. столовой-отогреть, вода затекает в здание.
1364969;27.02.2023 13:18;a7b47294-1158-461b-aed6-2dc403565b44;Опломбировать счетчик ХВС после замены счетчика ГВС, стояла общая пломба
1364974;27.02.2023 13:20;7e246271-75bb-4c91-add6-86e0571b826c;Составить дефектовку на замену трубы ХВС
1364976;2023-02-27 13:23:20.016;a4b0fada-c9b5-4822-bc5e-5eb22a471293;Человек застрял в пас. лифте 5 подъезда . Проверить ГГС.
1364978;27.02.2023 13:27;ed9970da-989d-42ea-a79b-fc25af8ee9c5;Составить акт по показаниям счетчиков ГВС и ХВС для бухгалтерии РИЦ, долго отсутствовали
1364982;27.02.2023 13:31;0ea9b674-c6c0-453d-9d1d-ea52b8f2dc9e;Сильно хлопает домофонная дверь 3 подъезда, отрегулировать  доводчик
1364991;27.02.2023 13:40;3c225aac-c0fa-4555-ad3f-26edc8f30ce3;Составить акт о протечке с кровли в комнате.
1364993;27.02.2023 13:41;3c225aac-c0fa-4555-ad3f-26edc8f30ce3;Течь с кровли на чердаке дома и в квартире, почистить от снега и наледи крышу
1364996;27.02.2023 13:43;27a542ba-12f8-4f25-96d8-3bca378eec2e;Требуется замена ручки на тамбурной двери 2 подъезда.
1364998;27.02.2023 13:44;b114966c-7b33-49ea-a587-1fad10411c57;Течь с кровли  на проводку. вода попала в выключатель.
1365008;2023-02-27 13:50:51.024;196eccc6-82f1-4d06-8b49-ffb152f848b3;Уборка прид. тер. от снега
1365009;27.02.2023 13:50;84e00017-87df-4208-8884-7fba89c35724;Составить акт о протопе с кровли в коридоре квартиры.
1365013;27.02.2023 13:52;84e00017-87df-4208-8884-7fba89c35724;Проверить эл.проводку в квартире, можно включать свет или нет, вся стена в коридоре мокрая из-за течи с крыши
1365028;2023-02-27 14:19:22.096;b58cf9fa-b2fb-45c1-9b2d-72b1023b9750;Течь с кровли в квартире по эл.проводке, почистить крышу от снега и наледи, проверить ливневки.
1365040;27.02.2023 14:53;4e81db29-d16a-491f-bac6-4c08ed920a9f;Очистка кровли от снега и наледи
1365048;27.02.2023 14:59;13fc21bf-71f2-4a15-b926-8c2ac466d0c7;Опломбировать эл. счетчик после ремонтных работ
1365057;27.02.2023 15:09;89047c9b-b64c-4839-80c5-de8d47312c7e;Механизированная уборка придомовой территории и прочистка тротуаров дворником
1365060;27.02.2023 15:13;8012f310-1e2b-4299-ab17-e526bb68920b;Не работает домофон в квартире после пожара на этаже
1365064;27.02.2023 15:18;3eba8c4b-2787-4da9-ab89-31a0a8d8a90a;Опломбировать счетчик ХВС после ремонтных работ по замене вентиля
1365066;27.02.2023 15:22;a4b0fada-c9b5-4822-bc5e-5eb22a471293;Опломбировать счетчик ХВС
1365078;2023-02-27 15:39:17.003;fa9904e9-ee69-4eeb-b85c-3972a1c4267d;Течь с кровли в квартире ручьем
1365080;27.02.2023 15:40;fa9904e9-ee69-4eeb-b85c-3972a1c4267d;.Составить акт о протопе с кровли в квартире.
1365081;27.02.2023 15:42;a7ac2f9d-fd78-49df-81e0-191ee192f11d;Очистить козырьки над входными группами
1365083;27.02.2023 15:44;fa9904e9-ee69-4eeb-b85c-3972a1c4267d;Течь с кровли в туалете, проверить крышу,
1365087;27.02.2023 15:51;66ce90d6-7089-46d7-9863-8a9676c35fd3;Течь с кровли на кухне,
1365088;27.02.2023 15:52;66ce90d6-7089-46d7-9863-8a9676c35fd3;составить акт  осмотра кухни после протечки с кровли
1365090;27.02.2023 15:54;8012f310-1e2b-4299-ab17-e526bb68920b;Не работает лифт в подъезде со стороны Кометы
1365095;2023-02-27 15:57:31.028;7eeddb9d-3ade-494e-b647-a6afad661de0;Х/Б по ст. кухни даже после развоздушки 
1365096;27.02.2023 16:01;85406c98-f06c-4d50-8986-fa501e96c691;Течь с кровли на кухне ручьем
1365098;27.02.2023 16:02;85406c98-f06c-4d50-8986-fa501e96c691;составить акт о течи с кровли на кухне
1365103;27.02.2023 16:09;19bb263f-4aba-4455-8df0-0d99d7cac4b8;Механизированная уборка придомовой территории
1365104;27.02.2023 16:15;d7642d83-c88a-43f1-a0b4-012378191b6d;Составить акт  о плесени по стене  комнаты, с наружней стороны комнаты трещина по стене, устранить проблему.
1365107;27.02.2023 16:21;6d1df0d5-e556-466a-817d-7778794524e9;Течь с кровли по стене зала,
1365109;2023-02-27 16:22:16.063;6d1df0d5-e556-466a-817d-7778794524e9;Составить акт о протечке с кровли в зале
1365111;27.02.2023 16:22;7a3ee4fb-6b78-45e2-bcf4-c7e8ef5811cf;Очистить кровлю от снега-течь в 1 и 2 подъездах с кровли
1365114;2023-02-27 16:26:03.056;84e00017-87df-4208-8884-7fba89c35724;Течь с кровли во всей квартире
1365115;27.02.2023 16:26;84e00017-87df-4208-8884-7fba89c35724;Составить акт о протопе с кровли во всей квартире
1365117;27.02.2023 16:29;85406c98-f06c-4d50-8986-fa501e96c691;Около 1 подъезда много талой воды. вода затекает в подъезд. Срочно принять меры и решения проблему.
1365131;27.02.2023 16:50;03abb360-5ab5-45e0-a4a0-a76ed8910fc2;Механизированная уборка придомовой территории срочно, невозможно проехать машине скорой помощи
1365134;27.02.2023 16:54;9884e4a6-2ce4-485b-913d-8e75c7779302;Опломбировать  счетчик ХВС после ремонтных работ 
1365139;27.02.2023 17:02;261f583f-faf3-48f9-954c-ff912773b876;Мокнет стена туалета и прихожей, где-то свищ на трубе ХВС, потому что наверху сухо. Составить акт осмотра.
1365140;27.02.2023 17:03;555839a3-2a20-4411-8e01-b7fd9dda3c89;Мехуборка придомовой территории
1365144;27.02.2023 17:07;58aac877-a511-491d-8b3f-e907cdaacebe;Течь с кровли  по стене подъезда на 5 этаже во 2 подъезде напротив квартиры
1365146;27.02.2023 17:11;1ab8b15e-b18c-4ce0-80dc-da40a029289e;Почистить от снега козырьки подъездов и крышу над 33 и 34 квартирами
1365149;27.02.2023 17:19;7341f0c1-d066-4379-8a96-fd6baf55c347;Заменить лампочку на 2 этаже 2 подъезда и проверить  лампочки на всех этажаъ
1365152;27.02.2023 17:37;60081b82-463a-43fc-ac41-9af2d89cac7f;Не чистился снег со двора. И мусорные баки стоят на дворе (не убранные). В мусорокамерах грязь, весь мусор на полу и в 5 -ти и в 9-ти этажке
1365154;27.02.2023 17:40;8012f310-1e2b-4299-ab17-e526bb68920b;Течь с кровли в коридоре на 9 этаже
1365157;2023-02-27 17:51:06.042;9b9c9a49-2072-4679-a18d-8b0a548d40b1;Мехуборка придомовой территории и убрать наледь с тротуаров и перед подъездами
1365159;27.02.2023 18:03;3975d897-cc3c-4434-a348-799e52b27454;Чуть теплые батареи в квартире, прибавить подачу ЦО 
1365160;27.02.2023 18:07;75e94b37-d0ed-4eee-920e-c3f359aae221;Нет освещения на л\клетках 5 подъезда и не работает домофон.
1365168;27.02.2023 18:52;9b9c9a49-2072-4679-a18d-8b0a548d40b1;Чуть теплые батареи , прибавить ЦО по стоякам квартиры
1365169;27.02.2023 19:03;9579d8c8-5ec1-4fd8-a060-fd12105fbe47;Заменить лампочки на 3, 4, 5, 9, 11 и 12 этажах 3 подъезда, не горят
1365170;27.02.2023 19:13;530314c2-29e1-4471-bbf1-58738a9e2859;Проверка ДВК
1365179;27.02.2023 19:38;b925293e-6713-40fa-b0c0-6e1faac0bd6f;Течь кровли на балконе 
1365190;27.02.2023 20:11;5f150ce4-dbcc-4cbf-9adb-dde8d4c05aba;Опломбировка счетчика ХВС 
1365194;27.02.2023 20:30;213b176e-d8ae-462b-8a2a-9ef7f9e07013;Течь сверху в прихожей
1365201;2023-02-27 22:25:32.076;9b9c9a49-2072-4679-a18d-8b0a548d40b1;Нет света в квартире 
1365202;27.02.2023 22:27;a7b47294-1158-461b-aed6-2dc403565b44;Течь кровли в спальной 
1365203;27.02.2023 23:05;d8d75ec2-60b8-4d33-b485-2bf0a0de0ca9;Течь кровли в зале 
1365204;27.02.2023 23:14;9b9c9a49-2072-4679-a18d-8b0a548d40b1;Нет света в квартире 
1365212;28.02.2023 7:39;b58cf9fa-b2fb-45c1-9b2d-72b1023b9750;Течь кровли в спальной 
1365213;28.02.2023 7:43;8bc8ad35-97c2-4c5a-b06c-a20865d1cc94;Течь кровли кухня спальня 
1365215;28.02.2023 7:46;4593c91a-8b75-46e4-83e5-557d730abea0;Х/Б по стояку 2х ком, квартир кухня спальня 
1365220;2023-02-28 08:03:01.085;28f334f7-0e10-46cd-b560-a29a49c198f4;Мех. уборка прид. тер. от снега
1365221;28.02.2023 8:04;97b83abf-e200-4110-8825-2bf9e0ed184a;Механ. уборка прид. тер. от снега
1365223;28.02.2023 8:05;60b801ae-cfaa-43e8-8d91-91bdb3b216a4;Мех. уборка проезжей чести. парковки и заезда во двор со ст. БАРА.
1365224;28.02.2023 8:06;60b801ae-cfaa-43e8-8d91-91bdb3b216a4;Устранить шум и вибрацию в баре ЭЛЬ ПИНТА
1365225;28.02.2023 8:07;60b801ae-cfaa-43e8-8d91-91bdb3b216a4;Провести генер. уборку в подъездах.
1365227;28.02.2023 8:08;60b801ae-cfaa-43e8-8d91-91bdb3b216a4;Устранить перепады напряжения во всем доме
1365229;28.02.2023 8:08;60b801ae-cfaa-43e8-8d91-91bdb3b216a4;Обновить информ. стенды.
1365232;28.02.2023 8:13;8dbdaf40-0c1f-42fe-b16b-e83e7a6b60f6;Составить акт о некачественной уборке дворником придом. тер.
1365235;28.02.2023 8:18;530314c2-29e1-4471-bbf1-58738a9e2859;Доступ для проверки ДВК будет предоставлен 28.02 к 14,00
1365238;28.02.2023 8:22;265f23bf-6b35-4e25-a7ec-2481799fc81e;Течь батареи на кухне
1365243;28.02.2023 8:29;ea25fc8c-bcae-44e4-a669-8c57a32f5351;Установить домофон
1365245;28.02.2023 8:30;0da15dd9-405f-4e8c-9fd1-d61515d42cb8;Очистить козырьки подъездов от снега и наледи.
1365252;28.02.2023 8:40;1d560926-0842-47a4-be01-0c769b993dbe;Входная металлическая дверь держится на одной петле, приварить петлю снизу двери.
